supplier_id,contract_text,clause_risk_score
S_09241,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,63.3
S_09242,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,61.73
S_09243,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,45.59
S_09244,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,70.61
S_09245,Standard contract with net 30 payment terms.,29.49
S_09246,No clear penalty clause; termination ambiguous.,53.6
S_09247,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,55.15
S_09248,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,30.46
S_09249,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,49.85
S_09250,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,56.37
S_09251,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,26.33
S_09252,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,44.28
S_09253,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,66.62
S_09254,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,40.89
S_09255,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,16.49
S_09256,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,31.29
S_09257,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,39.58
S_09258,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,53.15
S_09259,Penalty clause included for delayed delivery.,20.23
S_09260,Penalty clause included for delayed delivery.,17.51
S_09261,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,58.29
S_09262,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,56.93
S_09263,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,71.18
S_09264,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,20.83
S_09265,Standard contract with net 30 payment terms.,33.31
S_09266,Penalty clause included for delayed delivery. Payment terms: net 30 days.,17.73
S_09267,Penalty clause included for delayed delivery. Payment terms: net 30 days.,19.89
S_09268,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,36.83
S_09269,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,43.25
S_09270,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,57.61
S_09271,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,49.6
S_09272,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,44.01
S_09273,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,59.99
S_09274,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,21.59
S_09275,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,66.86
S_09276,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,21.32
S_09277,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,38.04
S_09278,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,39.75
S_09279,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,62.44
S_09280,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,18.31
S_09281,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,59.62
S_09282,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,18.54
S_09283,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.48
S_09284,Payment terms: net 30 days.,29.63
S_09285,Supplier notified raw material shortages causing delays.,47.09
S_09286,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,44.44
S_09287,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.67
S_09288,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,60.21
S_09289,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,64.21
S_09290,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,31.24
S_09291,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.9
S_09292,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,20.81
S_09293,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.37
S_09294,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,33.54
S_09295,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.39
S_09296,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,41.55
S_09297,Penalty clause included for delayed delivery.,20.07
S_09298,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,60.89
